Word,Freq,Rank
பெற்றுக்கொடுத்துள்ள,1,12630
நிறுவப்பட,1,12631
சிறந்தது,1,12632
03/20/04/05/01,1,12633
கேட்டறிந்து,1,12634
கேரரிக்கைகளை,1,12635
உறுப்பினரின்,1,12636
கட்டமைப்பில்,1,12637
2014.02.07,1,12638
செயட்பட்டு,1,12639
வாசக்கப்படும்,1,12640
செலுத்தப்பட்டுள்ளதா,1,12641
தொழில்நுட்பக்,1,12642
நிவாரணங்கள்,1,12643
2016.06.05,1,12644
அபிவிருத்திசெயற்திட்டங்கள்,1,12645
உணவகத்,1,12646
பிஎப்,1,12647
2016.06.14,1,12648
அறிவுறுத்தலுக்கமைய,1,12649
சிகிச்சைகளுக்காக,1,12650
கட்டிடத்தொகுதியில்,1,12651
பார்வையாளர்களுக்கான,1,12652
தேடிக்கொண்டுள்ள,1,12653
நடைமுறைப்படுத்துவதை,1,12654
2508.4,1,12655
சுவீகரிப்பதற்கு,1,12656
செயட்பாடுகளை,1,12657
வேண்டாம்,1,12658
பிரேரணைகளும்,1,12659
ஆசனங்களின்,1,12660
தர்மராஜா,1,12661
எழுதுபொருட்கள்,1,12662
சந்தர்பங்களின்,1,12663
அகற்றுவதற்கு,1,12664
சீர்படுத்தும்,1,12665
தசநாயக,1,12666
அறியத்தரல்,1,12667
சீட்டுகளை,1,12668
செயல்கள்,1,12669
SBV,1,12670
தருவதற்கான,1,12671
மெதகம,1,12672
2014.01.06,1,12673
நிரு,1,12674
2016.05.31,1,12675
மொழியப்படுள்ளது,1,12676
ஏற்றுக்கொள்கிறாரா,1,12677
அநீதியாகுமென்பதை,1,12678
பதின்நான்காவது,1,12679
பிரிசீலனை,1,12680
பயன்படுத்துகின்றா,1,12681
மலதிகமாக,1,12682
தயாரிப்பபதில்,1,12683
மதிற்சுவர்,1,12684
தொகைக்கு,1,12685
2.7,1,12686
நிகழ்ச்சித்திட்டத்தில்,1,12687
அதன்பொருட்டு,1,12688
விளக்கக்காட்சிகள்,1,12689
கேள்விச்,1,12690
கட்டடக்கலை,1,12691
சப்றகமுவா,1,12692
வேலைகளுக்கான,1,12693
நடைபெறவுள்ளது,1,12694
தொழிலிலும்,1,12695
இனங்காணப்படுள்ளதாக,1,12696
பொருட்படுத்தாமல்,1,12697
உறுதிப்படுத்துபவரின்,1,12698
தாக்கங்களும்,1,12699
இருக்கும்போது,1,12700
கோட்டக்கல்வி,1,12701
கிடைக்காதவர்கள்,1,12702
இற்றுப்போய்,1,12703
சிறுமியர்களுக்காக,1,12704
நடைப்பெற்று,1,12705
பாதுகாப்புத்,1,12706
காணியொன்று,1,12707
எந்தவகையான,1,12708
திடடத்துக்கேட்ப,1,12709
தொகுதியொன்றை,1,12710
குறிப்பிடப்படுள்ள,1,12711
திடல்,1,12712
2014.01.14,1,12713
முத்திரையினதும்,1,12714
மதிப்பீட்டைத்,1,12715
ஹேமந்த,1,12716
நீளம்,1,12717
மருத்தவர்,1,12718
விநியோகிக்காமல்,1,12719
அவர்களைப்,1,12720
நிருவாகியின்,1,12721
பெற்றுதருமாறு,1,12722
மதிற்சுவரை,1,12723
படங்களின்,1,12724
காணியொன்றையும்,1,12725
2.4,1,12726
மருளுகஸ்,1,12727
கோடல்,1,12728
2014.01.23,1,12729
தடாகத்தை,1,12730
ஈடுபட்டுள்ளாரென்பது,1,12731
வைத்தியப்,1,12732
கடைப்பிடித்த,1,12733
பாடநெறிக்கட்டணம்,1,12734
நீர்க்குழாய்,1,12735
ஜயவர்த்தனபுர,1,12736
சுபோதி,1,12737
கட்டிடமொன்றை,1,12738
நிருணயம்,1,12739
நோய்,1,12740
தயார்படுத்தி,1,12741
விதந்துரைக்கப்பட்டுள்ளதா,1,12742
ராபிஸ்,1,12743
பெறுபவருக்கான,1,12744
பெறுகின்றாரென்பதையும்,1,12745
தெரிவிப்பதற்காக,1,12746
எம்பீ,1,12747
மக்கட்மக்கள்,1,12748
வ்வாறு,1,12749
தலையீடுகள்,1,12750
படைவீரர்,1,12751
நிரந்தரமுகவரி,1,12752
பண்டக,1,12753
மாவட்டத்திற்குரிய,1,12754
கேரரிக்கைகள்,1,12755
வேணும்,1,12756
கொள்வதட்கான,1,12757
வங்கிக்கிளை,1,12758
7/2/5/1,1,12759
3.5,1,12760
முயற்சிகளாக்க,1,12761
பிரிவுகளிடமிருந்து,1,12762
பயன்படுத்துவதற்கான,1,12763
07.07.2014,1,12764
03/03/04,1,12765
நிலத்தைத்,1,12766
கேப்,1,12767
நிலவுவதால்,1,12768
Management,1,12769
2014.01.30,1,12770
வெளிப்படுத்தியுள்ளாரா,1,12771
வருகைத்தந்து,1,12772
நிறுவகத்தினால்,1,12773
அனுமதிக்கப்படுகின்றனர்,1,12774
ரத்னமெனிக்கே,1,12775
நாலாயிரம்,1,12776
காரியத்துக்கு,1,12777
அதிகாரிகளுக்கான,1,12778
நிலத்தைச்,1,12779
வித்தியாலயத்தைச்,1,12780
3.4,1,12781
Project,1,12782
நுவரேலியா,1,12783
2016ம்,1,12784
இல்லாதிருப்பின்,1,12785
வழிநடத்தப்,1,12786
எங்கு,1,12787
08ம்,1,12788
சேவையாற்றுதல்,1,12789
கருத்திட்டமொன்றில்,1,12790
எண்பதாயிரம்,1,12791
07/99/4/2/5,1,12792
இடர்பாடுகளுக்கு,1,12793
ரீதியாகத்,1,12794
பணத்திட்டமிடல்,1,12795
உட்பிரிவுகளும்,1,12796
கொள்கைகள்,1,12797
சாய்வு,1,12798
கோரிய,1,12799
மாவட்டமாகவும்,1,12800
கருத்திட்டத்திற்குரிய,1,12801
கட்டாயப்படுத்தப்பட்டுள்ளது,1,12802
உதவியாளருக்கு,1,12803
கடைசி,1,12804
2016/05/31,1,12805
2016/6/,1,12806
கார்டன்,1,12807
ரோயல்,1,12808
கிடைக்குமாறு,1,12809
உள்வாங்கப்படும்,1,12810
288/12,1,12811
செய்வதற்குப்,1,12812
சந்தர்பத்தை,1,12813
செலவழிக்கப்பட்டுள்ள,1,12814
மேம்பாட்டைக்கருதி,1,12815
குழுக்களுக்கான,1,12816
20161.12.31,1,12817
புகைப்படங்களும்,1,12818
நன்றியுடையேன்,1,12819
தடல்லகே,1,12820
2015.06.03,1,12821
சேவைகளினதும்,1,12822
விமானத்துக்கும்,1,12823
2013.09.25,1,12824
தடமறிதலுக்கான,1,12825
அகழ்வாராய்ச்சி,1,12826
கவரேஜ்,1,12827
தெரிவிக்கக்,1,12828
வெளிப்படுத்தப்படாத,1,12829
2013.10.15,1,12830
கிடைத்துள்ளதோடு,1,12831
நடத்துவற்கு,1,12832
இணக்கபாட்டுடன்,1,12833
தொழிற்படு,1,12834
2013.10.02,1,12835
கியுப்களாகும்,1,12836
கலவை,1,12837
இடுவதற்காக,1,12838
ஜிப்ரி,1,12839
2015.07.22,1,12840
271,1,12841
இடப்பட்டுள்ள,1,12842
கடிகாவ,1,12843
நோயாளிகளுக்கு,1,12844
எதிரிசிங்ஹ,1,12845
2015/5/,1,12846
வாட்டுகள்,1,12847
திகதியஅரச,1,12848
வீதியிலும்,1,12849
2016/6/2,1,12850
பற்றிஒழுங்கான,1,12851
2013.09.20,1,12852
52/8,1,12853
இல்லாததன்,1,12854
பேரிழிவினால்,1,12855
சேவையினடிப்படையில்,1,12856
விமானங்களில்,1,12857
வீதிகளில்,1,12858
சம்பந்தப்படுத்தி,1,12859
சால்ஸ்,1,12860
தொடருக்கான,1,12861
ஆலோசனைத்,1,12862
நடைபெறவிருக்கும்,1,12863
நாடுகளுக்குச்,1,12864
தொடருக்காக,1,12865
தொடரானது,1,12866
அட்டவனைக்கேற்பவே,1,12867
நடத்துவதற்கான,1,12868
வளவாளர்களாகதகுதிபெற்ற,1,12869
நடவடிக்கைகளைமேற்கொள்ளல்,1,12870
ஷரிஆ,1,12871
10.30,1,12872
மனுவை,1,12873
அறவிடபப்படவேண்டியுள்ள,1,12874
பானங்களுக்கான,1,12875
பங்குபற்றிக்,1,12876
தேவைப்படுவதால்,1,12877
எடுக்கக்கூடியதோடு,1,12878
அச்சிடுவதற்காக,1,12879
வேலைத்திட்டமொன்றை,1,12880
கூட்டுத்தாபனத்துக்கு,1,12881
அறிமுகப்படுத்தி,1,12882
இக்கடன்களில்,1,12883
சசிதரன்,1,12884
இரவுணவு,1,12885
சஏ,1,12886
கடனைச்செலுத்தாத,1,12887
செல்வராசா,1,12888
விவரங்களைப்,1,12889
சிலரால்,1,12890
அழித்து,1,12891
நாசப்படுத்தும்,1,12892
ஊடாகத்,1,12893
ஈடுபட்டுள்ளமை,1,12894
சொத்துகள்,1,12895
மண்முனைப்பற்று,1,12896
ஆரயம்பதி,1,12897
அமைக்கப்பட்டுள்ளதா,1,12898
EXP,1,12899
நிர்ணயித்து,1,12900
4488654,1,12901
செலுத்திவரும்,1,12902
DIS,1,12903
ரஞ்ஜன்,1,12904
25/2014,1,12905
தொழில்வாய்ப்புகளுக்காக,1,12906
கோவில்குளம்,1,12907
எல்லைகள்,1,12908
2883927,1,12909
புஷ்பகுமாரவின்,1,12910
2883785,1,12911
கற்குழி,1,12912
மஹமோதர,1,12913
மாலைத்,1,12914
இதைப்,1,12915
முறைகேடுகளை,1,12916
108000.00,1,12917
ஒதுக்கீட்டில்,1,12918
720.00,1,12919
பயிற்றுவிப்பாளருக்கு,1,12920
மீள்வரும்,1,12921
இடம்பெறத்தக்கதான,1,12922
120000.00,1,12923
தேர்ந்தெடுத்த,1,12924
பயிற்சியாளர்களுக்கு,1,12925
அப்படியே,1,12926
1.2013.09.02,1,12927
இழந்தோருக்கு,1,12928
அவர்களின்அறிவுரைகளுக்கு,1,12929
குழாத்தை,1,12930
இவ்வீடுகளை,1,12931
கருத்திட்டங்களின்போது,1,12932
பெறுபேற்றையும்,1,12933
கைச்சாத்திடப்படவில்லையாயின்,1,12934
116,1,12935
113,1,12936
Volume,1,12937
OLD,1,12938
இடுவாரா,1,12939
கொடுக்கப்பட்டுள்ளதா,1,12940
1404,1,12941
ஆலோசகர்களின்,1,12942
அமைச்சருடனான,1,12943
01/01/2014,1,12944
இம்மீன்பிடித்,1,12945
ஆலோசனைக்காக,1,12946
360.00,1,12947
குறைக்கப்பட்டுள்ளது,1,12948
621.38,1,12949
ஒதுக்கீடடில்,1,12950
17280.00,1,12951
சேரிக்கு,1,12952
பயிற்சியாளருக்கான,1,12953
எதிர்பாக்கப்படும்,1,12954
அதிகரிக்கப்பட்டுள்ளது,1,12955
குறைக்கப்பட்டுள்ளதோடு,1,12956
1200.00,1,12957
57600.00,1,12958
த்தினாலும்,1,12959
180.00,1,12960
கீழ்1101,1,12961
540.00,1,12962
2700.00,1,12963
நிர்வாகத்தின்,1,12964
600.00,1,12965
துறைமுகத்தை,1,12966
நிர்மாணிக்கின்றபோது,1,12967
பணிப்பாளரினது,1,12968
உள்ளடங்கப்படாத,1,12969
பிர,1,12970
நெடிய,1,12971
மாவத்தகம,1,12972
உள்ளாகியுள்ளதா,1,12973
தங்கஹவத்த,1,12974
உரித்துடையதா,1,12975
காணியா,1,12976
2015.03.03,1,12977
உரித்துரிமை,1,12978
விபரம்விபரங்கள்,1,12979
விண்ணப்பதாரர்களின்,1,12980
அமர,1,12981
உதாகம,1,12982
தருவதற்குத்,1,12983
ரன்னாயகபுர,1,12984
மலகனே,1,12985
இருவரையும்,1,12986
இந்நிலைமையை,1,12987
சீர்செய்ய,1,12988
சிபாரிசினை,1,12989
துணுக்காய்,1,12990
இடுவதை,1,12991
சுபசிங்க,1,12992
புரம்,1,12993
பற்றுவோர்,1,12994
ஆலாங்குளம்,1,12995
மூழ்குதல்களுக்கும்,1,12996
276,1,12997
13/,1,12998
2013.09.26,1,12999
நிர்மாணித்த,1,13000
CANI,1,13001
தொகையான,1,13002
மீதிப்பணம்,1,13003
அனுமதிக்கு,1,13004
11/02/12,1,13005
ருவன்சந்திர,1,13006
வரைபடத்தின்,1,13007
நீட்டிக்கப்படும்என்பதை,1,13008
2013.11.30,1,13009
கைச்சாத்திடப்பட்டுள்ளனவா,1,13010
கையளிப்பது,1,13011
அசெளகரியங்கள்,1,13012
துண்டுகளாக,1,13013
விப,1,13014
வீட்டினதும்,1,13015
கவலையைத்,1,13016
வெடிப்புக்களுக்கும்,1,13017
எல்லைகளின்,1,13018
தரையின்,1,13019
ஏற்பட்டிருந்தால்,1,13020
உரித்தாக்கிக்,1,13021
கம்பனிக்கும்,1,13022
பொருள்கள்,1,13023
நிறுவப்பட்டுள்ளதா,1,13024
செலவைச்,1,13025
பஸ்தியாம்பிள்ளை,1,13026
2016.02.08,1,13027
இலிருந்து,1,13028
பொய்யான,1,13029
நிர்மாணித்ததாக,1,13030
திகத்தியிடப்பட்ட,1,13031
பாடசாலையொன்றுக்கான,1,13032
2014.02.24,1,13033
547366,1,13034
ரூபா1,1,13035
விலைமனுவில்,1,13036
இற்றைவரைக்கும்,1,13037
பயன்படுத்துனர்களுக்கு,1,13038
சமுகமளித்தமைக்கு,1,13039
விளம்பரத்தின்,1,13040
குழுவுக்காக,1,13041
கோவில்குளம்,1,13042
2014.01.28,1,13043
கொடுக்கப்பட்டுள்ள,1,13044
பேர்ச்சை,1,13045
அளவையாளர்களின்,1,13046
ஆனந்தன்,1,13047
குழுவுக்கான,1,13048
குறிப்பாடல்,1,13049
2016.02.09,1,13050
அதற்குமுன்,1,13051
செய்தித்தாளுக்கு,1,13052
திசுன்,1,13053
செரமிக்,1,13054
நிர்மாணிப்புக்கு,1,13055
திறப்பதாயின்,1,13056
பெற்றுக்கொண்டவர்,1,13057
அளவீட்டுப்,1,13058
வழங்கியுள்ளதென்பதை,1,13059
செயற்படுவதும்,1,13060
பயனுறுதியான,1,13061
சேவையர்,1,13062
நாயகத்தாருக்கும்,1,13063
அளவையாளர்கள்,1,13064
நடத்துவதன்,1,13065
180.66,1,13066
அளைவ,1,13067
வனசிங்ஹ,1,13068
வருடத்திற்காக,1,13069
போட்டியை,1,13070
பிம்சவிய,1,13071
மாணவியர்களுக்காக,1,13072
உபயோகிப்பதற்கு,1,13073
மேற்கொள்ளப்படாததொரு,1,13074
அளவையாளர்களுக்கும்,1,13075
2016.01.16,1,13076
ஏற்பாட்டின்,1,13077
விண்ணப்பத்தாரருக்கு,1,13078
2013.12.26,1,13079
சிவசக்தி,1,13080
பெறப்பட்டுள்ளமை,1,13081
கலந்துரையாடலொன்றைக்,1,13082
பெற்றதை,1,13083
711/13,1,13084
out08,1,13085
காணிகளைக்,1,13086
மொ,1,13087
வேலைகளுக்கென,1,13088
செயன்முறையில்,1,13089
விடுவித்துள்ள,1,13090
மொழிமூலம்,1,13091
665,1,13092
02.2014.06.10,1,13093
கோப்புகள்,1,13094
அறியத்தாருங்கள்,1,13095
2016.04.22,1,13096
நாயகத்தினர்,1,13097
சஜ,1,13098
2015.12.18,1,13099
சிகாஸ்,1,13100
இலக்கு,1,13101
வீதியிலேயே,1,13102
உள்ளே,1,13103
வாய்ந்து,1,13104
காட்டுவதனால்,1,13105
திறக்க,1,13106
இயல்புகள்,1,13107
இணைத்த,1,13108
போவ,1,13109
டபில்யூ,1,13110
ஈடுபடுத்தி,1,13111
விக்ரமஆராச்சி,1,13112
போக்,1,13113
பரிசீலனைகளுக்கு,1,13114
அதிபதித்,1,13115
858.25,1,13116
லங்ஸகார,1,13117
டேய்லர்,1,13118
அறிக்கையையோ,1,13119
பழுதடைந்தமை,1,13120
செயற்படுத்தி,1,13121
திட்டதை,1,13122
2587925,1,13123
நியமிக்கப்பட்டுள்ளதாக,1,13124
பெக்ஸ்,1,13125
அனுப்பும்படி,1,13126
சங்கக்கார,1,13127
கொடுப்பதற்காகத்,1,13128
588,1,13129
வினவப்பட்டுள்ளது,1,13130
தலைப்பின்கீழ்,1,13131
சபையிடமிருந்து,1,13132
விசாலமான,1,13133
கூடாக,1,13134
நிலையங்களுக்,1,13135
4/1/8,1,13136
15ம்,1,13137
முழுத்தொகை,1,13138
கடிதத்துக்கமைய,1,13139
கருத்திட்டத்திற்காகத்,1,13140
தகுதியானதென்பதை,1,13141
விழிப்புணர்வூட்டல்விழிப்புணர்வூட்டல்,1,13142
2016/,1,13143
20மற்றும்,1,13144
சேவையாப்பை,1,13145
கோப்,1,13146
பவுல்,1,13147
அமைச்சுக்குத்,1,13148
சேர்த்துக்கொள்வதற்கு,1,13149
காரணமாயமைந்ததா,1,13150
பணத்தைத்,1,13151
முயற்சிக்கு,1,13152
தொடர்காக,1,13153
கிடைக்காததன்,1,13154
குறிப்பிட்டதன்,1,13155
அளுத்கம,1,13156
சொந்தமானது,1,13157
தொழில்சங்க,1,13158
நடவடிக்கைக்குச்,1,13159
2016.04.20,1,13160
வெலைநிறுத்தத்தில்,1,13161
ஈடுபடுவர்,1,13162
பாடசாலையைப்,1,13163
எதிர்ப்புத்,1,13164
யாப்புக்கு,1,13165
விலைகளுக்கு,1,13166
தொம்பகொட,1,13167
3.150,1,13168
தங்கக்,1,13169
தொனிப்பொருளாகக்,1,13170
எதிர்நோக்குகின்ற,1,13171
செலவழித்து,1,13172
அலுவலகமொன்று,1,13173
பயனைப்,1,13174
பற்றலோடு,1,13175
சிக்கல்களைத்,1,13176
படிமுறைகளை,1,13177
பாடங்களுக்காக,1,13178
கருத்தரங்குகளுக்காக,1,13179
செரீ,1,13180
பங்குபற்றிய,1,13181
பணியாளருக்கும்,1,13182
மாவட்டத்தைப்,1,13183
குறிப்பிட்டதற்கமைய,1,13184
கலந்துரையாடலுடன்தொடர்புடையது,1,13185
2016/21,1,13186
2016.04.19,1,13187
2013.07.04,1,13188
சிபார்சுக்கமைய,1,13189
சீலரதன,1,13190
அறிக்கையொன்றின்,1,13191
473014,1,13192
பற்றுதலுக்காக,1,13193
மோசடியைப்,1,13194
09/02/2012,1,13195
005,1,13196
பொருட்களுக்,1,13197
நிறைவேற்றப்பட்டுள்ளது,1,13198
நிர்வாகத்துக்கு,1,13199
திகையுடைய,1,13200
அந்நிறுவனத்தில்,1,13201
அச்சுப்,1,13202
4/4/,1,13203
இவர்களில்,1,13204
நீக்குதல்,1,13205
இடநெருக்கடியை,1,13206
LB,1,13207
ஜெனரல்,1,13208
குறைப்பதற்காக,1,13209
ஆட்சேர்த்தல்,1,13210
குறிப்பிடுவரா,1,13211
02/02/12,1,13212
திறக்குமாறு,1,13213
மேம்படுத்துவதுமாகும்,1,13214
துண்டு,1,13215
புரிந்துணர்வை,1,13216
புரிந்த,1,13217
எழுப்புவதும்,1,13218
விடுக்கின்றனரென்பதையும்,1,13219
092,1,13220
கரீடாஸ்,1,13221
2016/15,1,13222
org,1,13223
13/041,1,13224
தோட்டங்களின்,1,13225
2013.10.27,1,13226
அழைக்கப்படுகிறார்கள்அனைத்து,1,13227
விடுகின்றோம்,1,13228
இணையத்தளமான,1,13229
விமானநிலையங்களின்,1,13230
வானூர்திகளின்,1,13231
2013.10.24,1,13232
வானூர்தியின்,1,13233
sleas,1,13234
xxv,1,13235
SPF04,1,13236
ஆண்டையும்,1,13237
பிரபாத்,1,13238
விதானகே,1,13239
யுவதிகளுக்காக,1,13240
ஆண்டுகளினுள்,1,13241
அவ்விசாரணையின்,1,13242
பற்றுச்சீட்டுகளுக்காக,1,13243
4806,1,13244
மல்வத்தை,1,13245
P8S,1,13246
10001/,1,13247
1986,1,13248
வழங்கப்பட்டதா,1,13249
வெட்டுமர,1,13250
65/,1,13251
ஆளாகின்றனர்,1,13252
தங்குமிடத்தில்,1,13253
அரிசியின்,1,13254
இடப்பட்டது,1,13255
உறவினர்,1,13256
தங்கியிருப்பின்,1,13257
விடுக,1,13258
8.1,1,13259
உடையது,1,13260
வெற்றிடமாகிய,1,13261
அப்பாவி,1,13262
8.3,1,13263
ஊழலை,1,13264
செயலால்,1,13265
பாதிப்புக்கு,1,13266
மேற்பட்டதாக,1,13267
9.1,1,13268
வழங்குகின்றார்கள்,1,13269
மலசலகூடம்,1,13270
9.2,1,13271
மேற்கண்டவாறு,1,13272
அண்ணளவாக,1,13273
அடிப்படைகளில்,1,13274
கணக்கிட்ட,1,13275
சிகிச்சைப்,1,13276
மூக்குக்கண்ணாடிகளையும்,1,13277
வீடாயின்,1,13278
பத்மசிறி,1,13279
சம்பளங்ளைத்,1,13280
பத்துனுட்பிடிய,1,13281
அமர்த்தப்படாமல்,1,13282
தகைமைகளுக்கிணங்க,1,13283
திருத்தியமைக்கப்படாமல்,1,13284
மற்றூம்,1,13285
ஆகியவற்றிற்கிணங்க,1,13286
28/,1,13287
தொருவாதெனிய,1,13288
வழங்குவாரா,1,13289
பராய,1,13290
நிர்மாணிப்புகளை,1,13291
12/01/2013,1,13292
ஏற்படுத்திக்கொடுப்பாரா,1,13293
வீட்டுக்காக,1,13294
மேற்கொள்கின்றபோது,1,13295
அழிவிற்கு,1,13296
மருந்தகத்தில்,1,13297
கூறவேண்டியவர்கள்,1,13298
அழிவை,1,13299
அலுவலகர்,1,13300
பல்லெகெலே,1,13301
சேணாநாயக்க,1,13302
வில்லைகளையும்,1,13303
9.2.1,1,13304
பெற்றுக்கொள்ளுமாறு,1,13305
காட்டினுள்,1,13306
விற்கப்பட்டதையும்,1,13307
கோரப்பட்டதென்பதையும்,1,13308
2013.02.25,1,13309
திருததியமைத்தல்,1,13310
ஒதுக்கீட்டுக்கு,1,13311
2014.02.25,1,13312
SSB4,1,13313
NLSI,1,13314
தருவதொடு,1,13315
ஞாபகமூட்டல்,1,13316
திட்டமுறை,1,13317
திட்டமுறையில்,1,13318
தங்களால்,1,13319
தற்போதிருக்கும்,1,13320
வர்த்தகர்கள்,1,13321
2014.02.10,1,13322
அரிசியை,1,13323
விண்ணப்பப்படிவத்துடன்,1,13324
பட்டதரரிகளிடமிருந்து,1,13325
3174,1,13326
குறிப்பிடாததன்,1,13327
உள்ளூர்ச்,1,13328
சந்தைகளில்,1,13329
விண்ணப்படிவம்,1,13330
ஒப்பந்தக்காரர்களுக்குச்,1,13331
முடியாவிடில்,1,13332
உங்களுக்கான,1,13333
கணக்காய்வாளராகக்,1,13334
உடன்படுகிறேன்,1,13335
ஊர்ஜிதப்படுத்துவதற்கன,1,13336
ஆவணத்திற்கு,1,13337
வேவிட்ட,1,13338
உள்ளிடவும்,1,13339
11.2,1,13340
மெற்றிக்,1,13341
சேமிப்புக்,1,13342
விதிமுறைகளுடன்,1,13343
நிலைமையைக்,1,13344
படவேண்டிய,1,13345
பட்டதரரிகளுக்கு,1,13346
துறையினருக்கு,1,13347
செயல்திட்டத்திற்கு,1,13348
கணக்காய்வுச்,1,13349
செலுத்தலின்,1,13350
தாமதமான,1,13351
அறிவிப்பதுடன்,1,13352
அவர்களுக்குச்,1,13353
மாநாட்டுக்குத்,1,13354
கொடுப்பனவில்,1,13355
ஐக்கியத்துக்கான,1,13356
சேர்த்துக்கொள்ளப்படாவிட்டால்,1,13357
ஒதுக்கீடை,1,13358
பட்டதரரிகள்,1,13359
அனுப்பிவைக்கப்பட்டுள்ளதா,1,13360
சூழ்நிலையைச்,1,13361
மயப்படுத்துவதில்,1,13362
தென்ன,1,13363
விடுக்கப்பட்டுள்ளது,1,13364
தொழிலுக்குச்,1,13365
செய்யப்பட்டுள்ளார்களா,1,13366
அம்பிடிய,1,13367
திகதிகளுடைய,1,13368
2015.06.30,1,13369
தவறியுள்ள,1,13370
கால்தென்ன,1,13371
கொண்டுள்ளனவா,1,13372
தலாத்துஓயா,1,13373
கெப்பூ,1,13374
GPRS,1,13375
எதிரிவீர,1,13376
பகேஜ்,1,13377
கலங்கள்,1,13378
சங்கத்தினால்,1,13379
மீன்பிடிக்,1,13380
இடத்தினை,1,13381
J1CA,1,13382
PIU,1,13383
கடலிலே,1,13384
CON,1,13385
CP3,1,13386
எடுக்கப்படாவிடின்,1,13387
போகம்பர,1,13388
செலுத்தப்படாததுள்ள,1,13389
திறக்காவிடின்,1,13390
2011.05.01,1,13391
சங்கத்திலிருந்து,1,13392
அதுனுடன்,1,13393
2016.5.12,1,13394
ஜானாதிபதி,1,13395
போக்குவரத்துக்குள்,1,13396
கட்டமைப்பான,1,13397
மதிப்பீடுகளுடன்,1,13398
கெளரவஅஜித்பி,1,13399
எதிரி,1,13400
தொலைக்காட்சிக்கு,1,13401
போயுள்ள,1,13402
காணாமல்,1,13403
தயவுகூர்ந்த,1,13404
இராஜரத்ன,1,13405
அறிக்கைகளும்,1,13406
கிழைமைக்குள்,1,13407
தவறியுள்ளவர்களின்,1,13408
கூட்டத்தின்,1,13409
ஒவ்வொருவரினாலும்,1,13410
நிலுக்கா,1,13411
ஏகனாயக்க,1,13412
அம்மையாரே,1,13413
கலந்துரையாடிய,1,13414
வாரிய,1,13415
பற்றில்,1,13416
நடவடிக்கைகாக,1,13417
GO,1,13418
தங்களுக்கூடாக,1,13419
முறைகடந்த,1,13420
இவ்வீதியை,1,13421
இலங்கைக்கும்,1,13422
2016/5/10,1,13423
1/3/1/8/52,1,13424
இந்தியாவிற்கும்,1,13425
அனுமதியளித்த,1,13426
விவசாயிகள்,1,13427
திட்டமிட்டுள்ள,1,13428
பத்தொன்பது,1,13429
சிங்ஹராஜ,1,13430
செயற்திட்டங்களின்,1,13431
இணைப்புகள்,1,13432
பெருந்தெருக்கள்,1,13433
காட்டின்,1,13434
வீதியொன்றை,1,13435
மாளிகாவில,1,13436
திட்டமான,1,13437
திட்டமிட்டதாக,1,13438
சீராக்குவதற்கு,1,13439
அபிவிருத்தியெனும்,1,13440
செயலகப்பிரிவுகளின்,1,13441
ஒப்பமிடப்பட்ட,1,13442
மரபுரிமையாகிய,1,13443
காட்டப்பட,1,13444
மீன்பிடித்தலை,1,13445
முன்வைக்கவேண்டிய,1,13446
804,1,13447
2016.03.02,1,13448
தீர்க்கப்பட்டதா,1,13449
வறுமைக்,1,13450
நியாயமற்ற,1,13451
என்னுடைய,1,13452
செயல்பாட்டினை,1,13453
தடைசெய்தல்,1,13454
கோட்டுக்கு,1,13455
வறுமைக்கோட்டுக்கு,1,13456
கேட்டுகொள்கிறேன்,1,13457
264.36,1,13458
மேற்கொண்டிருக்க,1,13459
முடிந்ததா,1,13460
ஏற்றுக்கொள்ளளப்பட்ட,1,13461
காரணி,1,13462
மீன்பிடித்தலைத்,1,13463
ஒப்படைக்கப்பட்ட,1,13464
காட்டுக்குரிய,1,13465
முகவரியுடன்,1,13466
காட்டிற்கு,1,13467
நடைபெறுகின்றதா,1,13468
செல்கின்றது,1,13469
பூரணப்படுத்தப்பட்டு,1,13470
சமர்பிக்கின்றேன்,1,13471
வலியுறுத்தியிருந்த,1,13472
படித்திட்ட,1,13473
2013.08.22,1,13474
பட்டதாரிகளின்,1,13475
பதினைந்தாந்,1,13476
நீர்ப்பற்றாக்குறை,1,13477
பயிர்ச்செய்கைகளுக்கு,1,13478
பத்தாந்,1,13479
ஆறாந்,1,13480
விவசாயிகளின்,1,13481
உத்தியோகச்தர்களினதும்,1,13482
விளையாட்டுக்களுக்கு,1,13483
மேற்படின்,1,13484
சேர்த்துக்கொள்ள,1,13485
நீக்கப்படல்,1,13486
பங்குபற்றாத,1,13487
14கு,1,13488
வீராங்கனை,1,13489
காட்டா,1,13490
விடின்,1,13491
அகற்றப்பட,1,13492
பங்குபற்றாது,1,13493
மாவட்டத்திற்,1,13494
சேர்வதாக,1,13495
செலவுகளைக்,1,13496
கொள்ளப்படுமாயின்,1,13497
செயற்பாடுகளுக்கான,1,13498
நடைமுறைப்படுத்திக்,1,13499
பதினெட்டாம்,1,13500
சார்ந்ததாகும்,1,13501
கொண்டிருக்கின்ற,1,13502
விவர,1,13503
நீர்த்தேக்கத்துக்கு,1,13504
1002,1,13505
1402,1,13506
திறமைகளைக்,1,13507
கொடுப்பதற்காக,1,13508
விளையாட்டுக்கும்,1,13509
வழங்களை,1,13510
800,1,13511
